conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,jml_emoji,jml_link,jml_mention,cleaned_text,jml_kata,normalized_text,label
2020657135076720748,Mon Feb 09 07:24:56 +0000 2026,5,"@not2believe @TalismanGaruda1 Kejadian di Jepang itu belum seberapa. Glorifikasi agama memang tolol. Ibarat peler. Mau dia gede, berurat, bengkok dikit, dan kamu bangga. Nggak masalah. Yang jadi masalah kalo di-pamerin.

Tidak usah bicara geopolitik. Turis dari tiga itu dan US sering kelakuan kayak babi.",2020760813284544775,,not2believe,in,,0,1,0,,1.9695063468329697e+18,,0,0,2,kejadian di jepang itu belum seberapa glorifikasi agama memang tolol ibarat peler mau dia gede berurat bengkok dikit dan kamu bangga nggak masalah yang jadi masalah kalo dipamerin tidak usah bicara geopolitik turis dari tiga itu dan us sering kelakuan kayak babi,42,kejadian di jepang itu belum seberapa glorifikasi agama memang tolol ibarat peler mau dia gede berurat bengkok dikit dan kamu bangga nggak masalah yang jadi masalah kalau dipamerin tidak usah bicara geopolitik turis dari tiga itu dan us sering kelakuan seperti babi,Lain-lain
2020361417283772529,Sun Feb 08 08:44:02 +0000 2026,168,"@iyokp97 kalo kamu tau kelakuan turis negara tetangg jepang bakal ga aneh sih, di elevator aja mereka berak sembarangan",2020418333586452658,,iyokp97,in,,2,1,2,,1.0479990479763825e+18,,0,0,1,kalo kamu tau kelakuan turis negara tetangg jepang bakal ga aneh sih di elevator aja mereka berak sembarangan,18,kalau kamu tau kelakuan turis negara tetangg jepang bakal ga aneh sih di elevator saja mereka berak sembarangan,Lain-lain
2018669405782388818,Tue Feb 03 12:54:26 +0000 2026,0,anjirlah gw belom peernah ke jepang woi jgn smpe krn kelakuan gvblvk luh semua jd ngaruh ke turis indo nantinya😡🥴🤢,2018669405782388818,,,in,,0,0,0,,1.206256679391658e+18,,3,0,0,anjirlah gw belom peernah ke jepang woi jgn smpe krn kelakuan gvblvk luh semua jd ngaruh ke turis indo nantinya,20,anjirlah saya belom peernah ke jepang woi jangan smpe karena kelakuan gvblvk luh semua jadi ngaruh ke turis indo nantinya,Lain-lain
2018339403601772717,Mon Feb 02 15:03:07 +0000 2026,11110,"pemerintah jepang membatasi ketat tingkat kebisingan dibawah 45 dB pada malam hari demi kesehatan warganya

sementara turis indonistan :
https://t.co/x3fOFblRLJ",2018339403601772717,https://pbs.twimg.com/amplify_video_thumb/2018103731657797632/img/0Q1CZdKf07BZjVRp.jpg,,in,,1226,1036,1955,,1.5611628684099297e+18,,0,1,0,pemerintah jepang membatasi ketat tingkat kebisingan dibawah db pada malam hari demi kesehatan warganya sementara turis indonistan,17,pemerintah jepang membatasi ketat tingkat kebisingan dibawah db pada malam hari demi kesehatan warganya sementara turis indonistan,"Pelanggaran Etika & Perilaku, Regulasi & Kebijakan"
2014625754877984818,Sat Jan 24 03:53:32 +0000 2026,0,"@askDika Pernah bawa media Jepang ke Labuan Bajo circa 2016. Ada yg iseng beli gorengan pakai cabai. Besoknya mencret parah.

Ada tamu Oz ke Lombok, beli es teh, eh besoknya mencret.

Tapi pas sama turis India samsek gak pernah ada masalah di perut mereka 🤣",2014909406266400947,,askDika,in,,0,1,0,,1478584921.0,,1,0,1,pernah bawa media jepang ke labuan bajo circa ada yg iseng beli gorengan pakai cabai besoknya mencret parah ada tamu oz ke lombok beli es teh eh besoknya mencret tapi pas sama turis india samsek gak pernah ada masalah di perut mereka,42,pernah bawa media jepang ke labuan bajo circa ada yang iseng beli gorengan pakai cabai besoknya mencret parah ada tamu oz ke lombok beli es teh eh besoknya mencret tapi pas sama turis india samsek gak pernah ada masalah di perut mereka,Lain-lain
2011969711547007400,Fri Jan 16 01:12:14 +0000 2026,0,"Jepang cape sama kelakuan turis

Tp secara gk lgs mereka jd pnyfnk utama Amerika yg notabene sumber permasalahan turis rese.

Cina kore ama amerika turisnya bnyak yg brengsek sumpah, ngerasa diri mereka diatas semuanya",2011969711547007400,,,in,,0,0,0,,2600987815.0,,0,0,0,jepang cape sama kelakuan turis tp secara gk lgs mereka jd pnyfnk utama amerika yg notabene sumber permasalahan turis rese cina kore ama amerika turisnya bnyak yg brengsek sumpah ngerasa diri mereka diatas semuanya,34,jepang cape sama kelakuan turis tapi secara gk lgs mereka jadi pnyfnk utama amerika yang notabene sumber permasalahan turis rese cina kore ama amerika turisnya bnyak yang brengsek sumpah ngerasa diri mereka diatas semuanya,Lain-lain
2007023858814222496,Fri Jan 02 19:31:02 +0000 2026,4,"@rajakhae @salshaindr belom tentu wkwk, liat aja banyak kasus turis wni di jepang, bule reseh di bali, kemaren jg ada turis rusia telanjang naik truk di thailand. sejak kapan jalan2 ke luar negri menentukan adab orang tsb?",2007172803838259478,,rajakhae,in,,0,0,0,,1.8179399588141507e+18,,0,0,2,belom tentu wkwk liat aja banyak kasus turis wni di jepang bule reseh di bali kemaren jg ada turis rusia telanjang naik truk di thailand sejak kapan jalan ke luar negri menentukan adab orang tsb,35,belom tentu wkwk liat saja banyak kasus turis wni di jepang bule reseh di bali kemaren jg ada turis rusia telanjang naik truk di thailand sejak kapan jalan ke luar negri menentukan adab orang tsb,Pelanggaran Etika & Perilaku
2005306993171681781,Mon Dec 29 10:11:08 +0000 2025,1,@maoels @Jumianto_RK kalau tip disini mah seikhlasnya kalau nyusul jepang kan banyak destinasi lain selain Bali sebenarnya buat turis manca . yang jadi masalah kan lokalnya males jadi pilih jogja ama malang dan surabaya atau semarang,2005582350340833416,,maoels,in,,0,0,0,,7.777747523373097e+17,,0,0,2,kalau tip disini mah seikhlasnya kalau nyusul jepang kan banyak destinasi lain selain bali sebenarnya buat turis manca yang jadi masalah kan lokalnya males jadi pilih jogja ama malang dan surabaya atau semarang,33,kalau tip disini mah seikhlasnya kalau nyusul jepang kan banyak destinasi lain selain bali sebenarnya buat turis manca yang jadi masalah kan lokalnya males jadi pilih jogja ama malang dan surabaya atau semarang,Lain-lain
2003328586015809685,Tue Dec 23 04:55:29 +0000 2025,0,"Sebagai negara paling favorit di dunia, Jepang harus menanggung banyak beban berupa kelakuan wisatawan yang di luar nalar. https://t.co/q6HftOn8yv",2003328586015809685,,,in,,0,0,0,,69183155.0,,0,1,0,sebagai negara paling favorit di dunia jepang harus menanggung banyak beban berupa kelakuan wisatawan yang di luar nalar,18,sebagai negara paling favorit di dunia jepang harus menanggung banyak beban berupa kelakuan wisatawan yang di luar nalar,Lain-lain
2002576514324586634,Sun Dec 21 03:07:01 +0000 2025,0,10 Kelakuan Turis Asing yang Bikin Warga Lokal Jepang 'Bete' https://t.co/S6GbQu4TAN,2002576514324586634,,,in,,0,0,0,,240113510.0,,0,1,0,kelakuan turis asing yang bikin warga lokal jepang bete,9,kelakuan turis asing yang membuat warga lokal jepang bete,Lain-lain
1997953102868341050,Mon Dec 08 08:55:14 +0000 2025,1,"Aksi tak terpuji turis asal Negara Matahari tersebut terekam CCTV hingga beredar di media sosial. 

Tak hanya itu, kelakuan turis Jepang itu juga menjadi  pembahasan warganet Jepang sendiri dianggap menjadi aib. https://t.co/rniXL1sU6e",1997953102868341050,https://pbs.twimg.com/amplify_video_thumb/1997952941941215232/img/YO3Yi7OY1o3FtQwf.jpg,,in,,0,2,1,,46693036.0,,0,1,0,aksi tak terpuji turis asal negara matahari tersebut terekam cctv hingga beredar di media sosial tak hanya itu kelakuan turis jepang itu juga menjadi pembahasan warganet jepang sendiri dianggap menjadi aib,31,aksi tak terpuji turis asal negara matahari tersebut terekam cctv hingga beredar di media sosial tak hanya itu kelakuan turis jepang itu juga menjadi pembahasan warganet jepang sendiri dianggap menjadi aib,Lain-lain
2041701884566892696,Wed Apr 08 02:17:16 +0000 2026,0,Apakah Liburan Musim Semi ke Jepang saat Overtourism Masih Worth It? https://t.co/OM13jxI91T,2041701884566892696,,,in,,0,0,0,,1.6163317693762765e+18,,0,1,0,apakah liburan musim semi ke jepang saat overtourism masih worth it,11,apakah liburan musim semi ke jepang saat overtourism masih worth it,Overtourism & Keramaian
2041648764927295681,Tue Apr 07 22:46:12 +0000 2026,0,"5 Kota di Jepang yang Alami Overtourism, Masih Mau ke Sana? https://t.co/YfOUuKc5sQ",2041648764927295681,,,in,,0,0,0,,1.6163317693762765e+18,,0,1,0,kota di jepang yang alami overtourism masih mau ke sana,10,kota di jepang yang alami overtourism masih mau ke sana,Overtourism & Keramaian
2039507759465746861,Thu Apr 02 00:58:36 +0000 2026,3,"lowkey gue dukung bgtt ini gaes!!!
korea tu boseninn, sekali ajaa cukup
.

.

.

.

.

.

.

(plis gamau korea jd overtourism kek jepang pliss putakheyo onegaizimass)",2039507759465746861,,,in,,0,1,0,,75063658.0,,0,0,0,lowkey gue dukung bgtt ini gaes korea tu boseninn sekali ajaa cukup plis gamau korea jd overtourism kek jepang pliss putakheyo onegaizimass,22,lowkey saya dukung bgtt ini gaes korea tu boseninn sekali ajaa cukup plis gamau korea jadi overtourism kek jepang pliss putakheyo onegaizimass,Overtourism & Keramaian
2039233852552671647,Wed Apr 01 06:50:12 +0000 2026,3127,"Sebagai yang udah pernah ke dua negara tersebut,

Korea dulu.

Kalau udah ke Jepang, nanti pas ke Korea jadi meh banget, terus pas di sana malah:
- cek harga tiket pesawat Seoul-Tokyo
- wow cuma sejuta
- langsung terbang ke Jepang saat itu juga

*gue",2039233852552671647,,,in,,70,37,206,,77110151.0,,0,0,0,sebagai yang udah pernah ke dua negara tersebut korea dulu kalau udah ke jepang nanti pas ke korea jadi meh banget terus pas di sana malah cek harga tiket pesawat seoultokyo wow cuma sejuta langsung terbang ke jepang saat itu juga gue,42,sebagai yang sudah pernah ke dua negara tersebut korea dulu kalau sudah ke jepang nanti pas ke korea jadi meh sekali terus pas di sana malah cek harga tiket pesawat seoultokyo wow cuma sejuta langsung terbang ke jepang saat itu juga saya,Isu Ekonomi & Harga
2038216244810354808,Sun Mar 29 11:26:35 +0000 2026,0,"Tarik Nafas, Jepang Siap-siap Hadapi Overtourism di 2030 https://t.co/A1L8Ye5K7F",2038216244810354808,,,in,,0,0,0,,240113510.0,,0,1,0,tarik nafas jepang siapsiap hadapi overtourism di,7,tarik nafas jepang siapsiap hadapi overtourism di,Overtourism & Keramaian
2037800146562638232,Sat Mar 28 07:53:10 +0000 2026,0,"Pemerintah Jepang pada Jumat menyetujui rencana pariwisata terbaru yang untuk pertama kalinya menetapkan target penanganan overtourism, yakni memperluas jumlah wilayah dengan kebijakan khusus menjadi 100 area pada tahun 2030. https://t.co/FRJkkcOffx",2037800146562638232,https://pbs.twimg.com/media/HEe4bwBawAAuoX3.jpg,,in,,0,1,1,,1.4462954042874552e+18,,0,1,0,pemerintah jepang pada jumat menyetujui rencana pariwisata terbaru yang untuk pertama kalinya menetapkan target penanganan overtourism yakni memperluas jumlah wilayah dengan kebijakan khusus menjadi area pada tahun,27,pemerintah jepang pada jumat menyetujui rencana pariwisata terbaru yang untuk pertama kalinya menetapkan target penanganan overtourism yakni memperluas jumlah wilayah dengan kebijakan khusus menjadi area pada tahun,"Overtourism & Keramaian, Regulasi & Kebijakan"
2036718569896169560,Wed Mar 25 08:15:22 +0000 2026,0,"Lawan Overtourism, Tarif Wisata buat Turis Asing di Jepang Bakal Dibedakan https://t.co/J0a1zENnRv",2036718569896169560,,,in,,0,0,0,,240113510.0,,0,1,0,lawan overtourism tarif wisata buat turis asing di jepang bakal dibedakan,11,lawan overtourism tarif wisata buat turis asing di jepang bakal dibedakan,Overtourism & Keramaian
2029144176470999134,Wed Mar 04 10:37:26 +0000 2026,0,"Pemerintah Jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik.

https://t.co/O8fQmZC0W8

~AA #ohayojepang #wisatajepang #jepang",2029144176470999134,,,in,,1,0,0,,23343960.0,,0,1,0,pemerintah jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik aa,17,pemerintah jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik aa,Regulasi & Kebijakan
2028979014732530255,Tue Mar 03 23:41:08 +0000 2026,0,Pemerintah Jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik #MorningBreakfast #KBFM #RadioKalimaya #RadioSebayaMudaMalangRaya #RadioAnakMuda #RadioDewasaMuda https://t.co/83OR0lE4lJ,2028979014732530255,,,in,,0,0,0,,1.9148851919335506e+18,,0,1,0,pemerintah jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik,16,pemerintah jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik,Regulasi & Kebijakan
2028363481104482554,Mon Mar 02 06:55:13 +0000 2026,1,"Mulai 1 Maret 2026, kota-kota di Jepang barat resmi menaikkan pajak akomodasi dan tarif masuk objek wisata untuk menekan dampak overtourism. https://t.co/StUPe4oIZn",2028363481104482554,,,in,,0,0,0,,454647489.0,,0,1,0,mulai maret kotakota di jepang barat resmi menaikkan pajak akomodasi dan tarif masuk objek wisata untuk menekan dampak overtourism,19,mulai maret kotakota di jepang barat resmi menaikkan pajak akomodasi dan tarif masuk objek wisata untuk menekan dampak overtourism,"Overtourism & Keramaian, Regulasi & Kebijakan"
2024755903480943019,Fri Feb 20 08:00:00 +0000 2026,0,"Fujiyoshida, Jepang , Pemerintah Kota Fujiyoshida, Prefektur Yamanashi, memutuskan untuk tidak menyelenggarakan Shinakurayama Sengen Park Sakura Festival pada musim semi 2026.

#TreavelJepang

https://t.co/LxmT1IAHQO",2024755903480943019,,,in,,0,0,0,,69876693.0,,0,1,0,fujiyoshida jepang pemerintah kota fujiyoshida prefektur yamanashi memutuskan untuk tidak menyelenggarakan shinakurayama sengen park sakura festival pada musim semi,19,fujiyoshida jepang pemerintah kota fujiyoshida prefektur yamanashi memutuskan untuk tidak menyelenggarakan shinakurayama sengen park sakura festival pada musim semi,Regulasi & Kebijakan
2020743766873878741,Mon Feb 09 06:17:12 +0000 2026,0,"jepang membukan lebar gerbang turis asing masuk mengakibatkan terjadinya overtourism dan warga lokal khawatir berdampak langsung ke kehidupan mereka. itu juga sudah terjadi di bali, dimana turis di bali sangat banyak dan menyebabkan overtourism",2020743766873878741,,,in,,0,0,0,,1.291952192379736e+18,,0,0,0,jepang membukan lebar gerbang turis asing masuk mengakibatkan terjadinya overtourism dan warga lokal khawatir berdampak langsung ke kehidupan mereka itu juga sudah terjadi di bali dimana turis di bali sangat banyak dan menyebabkan overtourism,34,jepang membukan lebar gerbang turis asing masuk mengakibatkan terjadinya overtourism dan warga lokal khawatir berdampak langsung ke kehidupan mereka itu juga sudah terjadi di bali dimana turis di bali sangat banyak dan menyebabkan overtourism,Overtourism & Keramaian
2020741409318515064,Mon Feb 09 06:07:50 +0000 2026,0,"Festival sakura di Gunung Fuji dibatalkan setelah warga memprotes overtourism akibat lonjakan turis asing dan dampak serius bagi kehidupan lokal.

https://t.co/zQYNsTOHf4

~TR #ohayojepang #sakurajepang #jepang",2020741409318515064,,,in,,1,0,1,,23343960.0,,0,1,0,festival sakura di gunung fuji dibatalkan setelah warga memprotes overtourism akibat lonjakan turis asing dan dampak serius bagi kehidupan lokal tr,21,festival sakura di gunung fuji dibatalkan setelah warga memprotes overtourism akibat lonjakan turis asing dan dampak serius bagi kehidupan lokal tr,Overtourism & Keramaian
2020713325118771497,Mon Feb 09 04:16:14 +0000 2026,0,"Jepang sedang jadi pusat perhatian dunia karena masalah imigran dan overtourism saat ini.
Aku ga sengaja liat vt2 dan vlog orang indonesia di jepang. Dan ternyata mereka lumayan 'menderita' di sana. Menderita dalam arti sangat kesepian dan hampa.",2020713325118771497,,,in,,0,1,0,,1.6008252963529687e+18,,0,0,0,jepang sedang jadi pusat perhatian dunia karena masalah imigran dan overtourism saat ini aku ga sengaja liat vt dan vlog orang indonesia di jepang dan ternyata mereka lumayan menderita di sana menderita dalam arti sangat kesepian dan hampa,38,jepang sedang jadi pusat perhatian dunia karena masalah imigran dan overtourism saat ini saya ga sengaja liat vt dan vlog orang indonesia di jepang dan ternyata mereka lumayan menderita di sana menderita dalam arti sangat kesepian dan hampa,Overtourism & Keramaian
2020321714518012328,Sun Feb 08 13:25:47 +0000 2026,1,"@Maslutfiiii @kompascom Artikel tidak sebutkan asal turis spesifik. Dari data pariwisata Jepang 2025, pengunjung terbanyak dari Korea Selatan, China, Taiwan, AS, dan Eropa. Overtourism sering libatkan turis internasional.",2020489237850681509,,Maslutfiiii,in,,0,0,0,,1.7206651831889224e+18,,0,0,2,artikel tidak sebutkan asal turis spesifik dari data pariwisata jepang pengunjung terbanyak dari korea selatan china taiwan as dan eropa overtourism sering libatkan turis internasional,25,artikel tidak sebutkan asal turis spesifik dari data pariwisata jepang pengunjung terbanyak dari korea selatan china taiwan as dan eropa overtourism sering libatkan turis internasional,Overtourism & Keramaian
2019749156164931844,Fri Feb 06 12:24:58 +0000 2026,0,Video: Jepang Batalkan Festival Sakura Fuji 2026 Gara-Gara Overtourism! https://t.co/R1RsNt4esX,2019749156164931844,,,in,,0,0,0,,240113510.0,,0,1,0,video jepang batalkan festival sakura fuji garagara overtourism,8,video jepang batalkan festival sakura fuji garagara overtourism,Overtourism & Keramaian
2019624736360432027,Fri Feb 06 04:10:34 +0000 2026,0,"Festival Bunga Sakura yang menawarkan pemandangan Gunung Fuji, Jepang tahun ini batal digelar karena overtourism https://t.co/GFQ67MRlwC",2019624736360432027,,,in,,0,0,0,,454647489.0,,0,1,0,festival bunga sakura yang menawarkan pemandangan gunung fuji jepang tahun ini batal digelar karena overtourism,15,festival bunga sakura yang menawarkan pemandangan gunung fuji jepang tahun ini batal digelar karena overtourism,Overtourism & Keramaian
2021805210965094687,Thu Feb 12 04:35:00 +0000 2026,0,"Gara-gara Turis ""Minim Adab"", Festival Sakura di Fuji Resmi DIBATALKAN! 🌸

Padahal festival ini sudah jalan 10 tahun. Tapi warga lokal akhirnya nyerah dan ngamuk. Alasannya bikin elus dada: Mulai dari macet parah, sampah puntung rokok, sampai yang paling menjijikkan... Ada turis https://t.co/BLqdbkDomB",2021805210965094687,https://pbs.twimg.com/media/HA7koCfbsAMeDjR.jpg,,in,,0,0,0,,1.9301028145939538e+18,,1,1,0,garagara turis minim adab festival sakura di fuji resmi dibatalkan padahal festival ini sudah jalan tahun tapi warga lokal akhirnya nyerah dan ngamuk alasannya bikin elus dada mulai dari macet parah sampah puntung rokok sampai yang paling menjijikkan ada turis,40,garagara turis minim adab festival sakura di fuji resmi dibatalkan padahal festival ini sudah jalan tahun tapi warga lokal akhirnya nyerah dan ngamuk alasannya membuat elus dada mulai dari macet parah sampah puntung rokok sampai yang paling menjijikkan ada turis,Pelanggaran Etika & Perilaku
