conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2020657135076720748,Mon Feb 09 07:24:56 +0000 2026,5,"@not2believe @TalismanGaruda1 Kejadian di Jepang itu belum seberapa. Glorifikasi agama memang tolol. Ibarat peler. Mau dia gede, berurat, bengkok dikit, dan kamu bangga. Nggak masalah. Yang jadi masalah kalo di-pamerin.

Tidak usah bicara geopolitik. Turis dari tiga itu dan US sering kelakuan kayak babi.",2020760813284544775,,not2believe,in,,0,1,0,,1969506346832969732,
2020361417283772529,Sun Feb 08 08:44:02 +0000 2026,168,"@iyokp97 kalo kamu tau kelakuan turis negara tetangg jepang bakal ga aneh sih, di elevator aja mereka berak sembarangan",2020418333586452658,,iyokp97,in,,2,1,2,,1047999047976382464,
2018669405782388818,Tue Feb 03 12:54:26 +0000 2026,0,anjirlah gw belom peernah ke jepang woi jgn smpe krn kelakuan gvblvk luh semua jd ngaruh ke turis indo nantinya😡🥴🤢,2018669405782388818,,,in,,0,0,0,,1206256679391657985,
2018339403601772717,Mon Feb 02 15:03:07 +0000 2026,11110,"pemerintah jepang membatasi ketat tingkat kebisingan dibawah 45 dB pada malam hari demi kesehatan warganya

sementara turis indonistan :
https://t.co/x3fOFblRLJ",2018339403601772717,https://pbs.twimg.com/amplify_video_thumb/2018103731657797632/img/0Q1CZdKf07BZjVRp.jpg,,in,,1226,1036,1955,,1561162868409929729,
2014625754877984818,Sat Jan 24 03:53:32 +0000 2026,0,"@askDika Pernah bawa media Jepang ke Labuan Bajo circa 2016. Ada yg iseng beli gorengan pakai cabai. Besoknya mencret parah.

Ada tamu Oz ke Lombok, beli es teh, eh besoknya mencret.

Tapi pas sama turis India samsek gak pernah ada masalah di perut mereka 🤣",2014909406266400947,,askDika,in,,0,1,0,,1478584921,
2011969711547007400,Fri Jan 16 01:12:14 +0000 2026,0,"Jepang cape sama kelakuan turis

Tp secara gk lgs mereka jd pnyfnk utama Amerika yg notabene sumber permasalahan turis rese.

Cina kore ama amerika turisnya bnyak yg brengsek sumpah, ngerasa diri mereka diatas semuanya",2011969711547007400,,,in,,0,0,0,,2600987815,
2011628775285670045,Thu Jan 15 02:37:28 +0000 2026,57186,こんなことはやめてくれ。恰幅のいい大人が全力で走って人にぶつかったらどうなるか想像できないのか。頭を使って考えてくれ。,2011628775285670045,,,ja,,207,331,3014,,1406393996,
2007023858814222496,Fri Jan 02 19:31:02 +0000 2026,4,"@rajakhae @salshaindr belom tentu wkwk, liat aja banyak kasus turis wni di jepang, bule reseh di bali, kemaren jg ada turis rusia telanjang naik truk di thailand. sejak kapan jalan2 ke luar negri menentukan adab orang tsb?",2007172803838259478,,rajakhae,in,,0,0,0,,1817939958814150656,
2005306993171681781,Mon Dec 29 10:11:08 +0000 2025,1,@maoels @Jumianto_RK kalau tip disini mah seikhlasnya kalau nyusul jepang kan banyak destinasi lain selain Bali sebenarnya buat turis manca . yang jadi masalah kan lokalnya males jadi pilih jogja ama malang dan surabaya atau semarang,2005582350340833416,,maoels,in,,0,0,0,,777774752337309696,
2003328586015809685,Tue Dec 23 04:55:29 +0000 2025,0,"Sebagai negara paling favorit di dunia, Jepang harus menanggung banyak beban berupa kelakuan wisatawan yang di luar nalar. https://t.co/q6HftOn8yv",2003328586015809685,,,in,,0,0,0,,69183155,
2002576514324586634,Sun Dec 21 03:07:01 +0000 2025,0,10 Kelakuan Turis Asing yang Bikin Warga Lokal Jepang 'Bete' https://t.co/S6GbQu4TAN,2002576514324586634,,,in,,0,0,0,,240113510,
1997953102868341050,Mon Dec 08 08:55:14 +0000 2025,1,"Aksi tak terpuji turis asal Negara Matahari tersebut terekam CCTV hingga beredar di media sosial. 

Tak hanya itu, kelakuan turis Jepang itu juga menjadi  pembahasan warganet Jepang sendiri dianggap menjadi aib. https://t.co/rniXL1sU6e",1997953102868341050,https://pbs.twimg.com/amplify_video_thumb/1997952941941215232/img/YO3Yi7OY1o3FtQwf.jpg,,in,,0,2,1,,46693036,
2041701884566892696,Wed Apr 08 02:17:16 +0000 2026,0,Apakah Liburan Musim Semi ke Jepang saat Overtourism Masih Worth It? https://t.co/OM13jxI91T,2041701884566892696,,,in,,0,0,0,,1616331769376276480,
2041648764927295681,Tue Apr 07 22:46:12 +0000 2026,0,"5 Kota di Jepang yang Alami Overtourism, Masih Mau ke Sana? https://t.co/YfOUuKc5sQ",2041648764927295681,,,in,,0,0,0,,1616331769376276480,
2039507759465746861,Thu Apr 02 00:58:36 +0000 2026,3,"lowkey gue dukung bgtt ini gaes!!!
korea tu boseninn, sekali ajaa cukup
.

.

.

.

.

.

.

(plis gamau korea jd overtourism kek jepang pliss putakheyo onegaizimass)",2039507759465746861,,,in,,0,1,0,,75063658,
2039233852552671647,Wed Apr 01 06:50:12 +0000 2026,3127,"Sebagai yang udah pernah ke dua negara tersebut,

Korea dulu.

Kalau udah ke Jepang, nanti pas ke Korea jadi meh banget, terus pas di sana malah:
- cek harga tiket pesawat Seoul-Tokyo
- wow cuma sejuta
- langsung terbang ke Jepang saat itu juga

*gue",2039233852552671647,,,in,,70,37,206,,77110151,
2038216244810354808,Sun Mar 29 11:26:35 +0000 2026,0,"Tarik Nafas, Jepang Siap-siap Hadapi Overtourism di 2030 https://t.co/A1L8Ye5K7F",2038216244810354808,,,in,,0,0,0,,240113510,
2037800146562638232,Sat Mar 28 07:53:10 +0000 2026,0,"Pemerintah Jepang pada Jumat menyetujui rencana pariwisata terbaru yang untuk pertama kalinya menetapkan target penanganan overtourism, yakni memperluas jumlah wilayah dengan kebijakan khusus menjadi 100 area pada tahun 2030. https://t.co/FRJkkcOffx",2037800146562638232,https://pbs.twimg.com/media/HEe4bwBawAAuoX3.jpg,,in,,0,1,1,,1446295404287455238,
2036718569896169560,Wed Mar 25 08:15:22 +0000 2026,0,"Lawan Overtourism, Tarif Wisata buat Turis Asing di Jepang Bakal Dibedakan https://t.co/J0a1zENnRv",2036718569896169560,,,in,,0,0,0,,240113510,
2029144176470999134,Wed Mar 04 10:37:26 +0000 2026,0,"Pemerintah Jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik.

https://t.co/O8fQmZC0W8

~AA #ohayojepang #wisatajepang #jepang",2029144176470999134,,,in,,1,0,0,,23343960,
2028979014732530255,Tue Mar 03 23:41:08 +0000 2026,0,Pemerintah Jepang berencana membedakan tarif wisata antara turis asing dan warga lokal di fasilitas wisata publik #MorningBreakfast #KBFM #RadioKalimaya #RadioSebayaMudaMalangRaya #RadioAnakMuda #RadioDewasaMuda https://t.co/83OR0lE4lJ,2028979014732530255,,,in,,0,0,0,,1914885191933550593,
2028363481104482554,Mon Mar 02 06:55:13 +0000 2026,1,"Mulai 1 Maret 2026, kota-kota di Jepang barat resmi menaikkan pajak akomodasi dan tarif masuk objek wisata untuk menekan dampak overtourism. https://t.co/StUPe4oIZn",2028363481104482554,,,in,,0,0,0,,454647489,
2024755903480943019,Fri Feb 20 08:00:00 +0000 2026,0,"Fujiyoshida, Jepang , Pemerintah Kota Fujiyoshida, Prefektur Yamanashi, memutuskan untuk tidak menyelenggarakan Shinakurayama Sengen Park Sakura Festival pada musim semi 2026.

#TreavelJepang

https://t.co/LxmT1IAHQO",2024755903480943019,,,in,,0,0,0,,69876693,
2020743766873878741,Mon Feb 09 06:17:12 +0000 2026,0,"jepang membukan lebar gerbang turis asing masuk mengakibatkan terjadinya overtourism dan warga lokal khawatir berdampak langsung ke kehidupan mereka. itu juga sudah terjadi di bali, dimana turis di bali sangat banyak dan menyebabkan overtourism",2020743766873878741,,,in,,0,0,0,,1291952192379736065,
2020741409318515064,Mon Feb 09 06:07:50 +0000 2026,0,"Festival sakura di Gunung Fuji dibatalkan setelah warga memprotes overtourism akibat lonjakan turis asing dan dampak serius bagi kehidupan lokal.

https://t.co/zQYNsTOHf4

~TR #ohayojepang #sakurajepang #jepang",2020741409318515064,,,in,,1,0,1,,23343960,
2020713325118771497,Mon Feb 09 04:16:14 +0000 2026,0,"Jepang sedang jadi pusat perhatian dunia karena masalah imigran dan overtourism saat ini.
Aku ga sengaja liat vt2 dan vlog orang indonesia di jepang. Dan ternyata mereka lumayan 'menderita' di sana. Menderita dalam arti sangat kesepian dan hampa.",2020713325118771497,,,in,,0,1,0,,1600825296352968704,
2020321714518012328,Sun Feb 08 13:25:47 +0000 2026,1,"@Maslutfiiii @kompascom Artikel tidak sebutkan asal turis spesifik. Dari data pariwisata Jepang 2025, pengunjung terbanyak dari Korea Selatan, China, Taiwan, AS, dan Eropa. Overtourism sering libatkan turis internasional.",2020489237850681509,,Maslutfiiii,in,,0,0,0,,1720665183188922368,
2019749156164931844,Fri Feb 06 12:24:58 +0000 2026,0,Video: Jepang Batalkan Festival Sakura Fuji 2026 Gara-Gara Overtourism! https://t.co/R1RsNt4esX,2019749156164931844,,,in,,0,0,0,,240113510,
2019624736360432027,Fri Feb 06 04:10:34 +0000 2026,0,"Festival Bunga Sakura yang menawarkan pemandangan Gunung Fuji, Jepang tahun ini batal digelar karena overtourism https://t.co/GFQ67MRlwC",2019624736360432027,,,in,,0,0,0,,454647489,
2021805210965094687,Thu Feb 12 04:35:00 +0000 2026,0,"Gara-gara Turis ""Minim Adab"", Festival Sakura di Fuji Resmi DIBATALKAN! 🌸

Padahal festival ini sudah jalan 10 tahun. Tapi warga lokal akhirnya nyerah dan ngamuk. Alasannya bikin elus dada: Mulai dari macet parah, sampah puntung rokok, sampai yang paling menjijikkan... Ada turis https://t.co/BLqdbkDomB",2021805210965094687,https://pbs.twimg.com/media/HA7koCfbsAMeDjR.jpg,,in,,0,0,0,,1930102814593953794,
2019489422744645677,Thu Feb 05 19:12:53 +0000 2026,0,"BREAKING NEWS: Sakura Matsuri di Fuji-Yoshida, Jepang, dibatalkan karena turis.

Turis-turis ini masuk pekarangan rumah orang &amp; buang sampah sembarangan.

Gila sih, ngancurin tradisi lokal demi foto. https://t.co/nvLQt1xv2N",2019489422744645677,https://pbs.twimg.com/media/HAaq7DIacAEQYD2.jpg,,in,,0,0,0,,914887822288523265,
1806653138444931204,Fri Jun 28 12:28:51 +0000 2024,86,"@kyun13e @englishfess_ Karena background lawsonnya itu gunung fuji, jadilah tempat foto² turis. Pihak Lawson sma polisi setempat akhirnya ngelarang perkara turisnya takde adab. Poto²nya sampe ngeganggu lalu lintas jln depan lawsonnya, karena mereka sampe berkerumun nutupin jln",1806666066707546561,,kyun13e,in,,0,1,0,,996195293572943872,
1800718745872249186,Wed Jun 12 02:36:19 +0000 2024,0,"Kota Fujikawaguchiko di Jepang menutupi pemandangan Gunung Fuji karena turis sering buang sampah sembarangan. Jangan biasain buang sampah sembarangan, ya! #MorningVoice 🗻",1800718745872249186,,,in,,0,0,0,,74664107,
1798154926880924057,Wed Jun 05 00:48:37 +0000 2024,0,"Risih dengan Turis Nakal, Kota Fuji Tutup Spot Foto View Gunung Fuji https://t.co/oMfCA5220l https://t.co/8U8NZnu1fG",1798154926880924057,https://pbs.twimg.com/media/GPRUYI5bMAAlfcO.jpg,,in,,0,0,0,,904599081602899968,
1798139069899411694,Tue Jun 04 23:45:36 +0000 2024,0,"Risih dengan Turis Nakal, Kota Fuji Tutup Spot Foto View Gunung Fuji https://t.co/HL5DRTrdW1",1798139069899411694,,,in,,0,0,0,,240113510,
1797917095554089401,Tue Jun 04 09:03:33 +0000 2024,0,"Bolong Dirusak Turis Nakal, Tirai Penghalang Pemandangan Gunung Fuji Akan Diganti https://t.co/57e9EHBruv",1797917095554089401,,,in,,0,0,0,,47274731,
1797458972490056016,Mon Jun 03 02:43:08 +0000 2024,0,"Baru Juga Dipasang, Tirai Penghalang Pemandangan Gunung Fuji Dirusak Turis Nakal https://t.co/col1qrWHfz",1797458972490056016,,,in,,0,0,0,,742718780,
1797444378425987365,Mon Jun 03 01:45:09 +0000 2024,0,"Baru Juga Dipasang, Tirai Penghalang Pemandangan Gunung Fuji Dirusak Turis Nakal https://t.co/wjFoSFI0ZL",1797444378425987365,,,in,,0,0,0,,47274731,
1791438567878623446,Fri May 17 12:00:12 +0000 2024,0,"Warga Fujikawaguchiko Jepang kesal dengan ulah para turis yang berkunjung ke minimarket berlatar belakang gunung Fuji. Mereka seringkali memarkir kendaraan &amp;buang sampah sembarangan, bahkan memanjat ke atap klinik untuk mendapatkan foto yang lebih jelas.

https://t.co/Z2E8SH3ylP",1791438567878623446,,,in,,0,0,0,,1054546782,
1787084265274126663,Sun May 05 11:37:45 +0000 2024,0,Imbas dari banyak turis yang tidak taat aturan seperti membuang sampah sembarangan dan melanggar rambu lalu lintas. Pihak berwenang Jepang akan memasang penghalang besar yang akan menghalangi pemandangan Gunung Fuji di spot yang ikonik. https://t.co/NkyVPzG0vl,1787084265274126663,https://pbs.twimg.com/media/GMz_l0makAAbGFT.jpg,,in,,0,1,1,,1446295404287455238,
1785953325525147830,Thu May 02 08:43:48 +0000 2024,0,"#Foto Kota Fujikawaguchiko membangun layar untuk menghalangi pemandangan Gunung Fuji. Sebuah spot foto paling populer di Jepang akan ditutup untuk mengurangi turis. Berikut potret terkininya!

Foto: AP/Eugene Hoshiko

&gt;&gt; https://t.co/VkebMc5zQn

#detiktravel #jepang #fuji #turis https://t.co/qv2L81CmyE",1785953325525147830,https://pbs.twimg.com/media/GMj6l8Da4AAK-Cd.jpg,,in,,0,0,0,,240113510,
1785943927931220087,Thu May 02 08:06:28 +0000 2024,1,Jepang Mulai Tutup Spot Foto Gunung Fuji Gegara Turis Nakal https://t.co/5ervE3ZFFS,1785943927931220087,,,in,,0,0,0,,240113510,
1784865148043489477,Mon Apr 29 08:39:47 +0000 2024,7,"Lagi rame, kalo salah satu spot Gunung Fuji bakal diblokade sama pihak berwenang Jepang.

Dilansir Evening Standard, Senin (29/4/2024), hal ini disebabkan karena ulah turis yang enggak taat aturan. Kaya buang sampah sembarangan sampe ngelanggar lalu lintas.

| Narasi https://t.co/Ghz3ToaHkd",1784865148043489477,https://pbs.twimg.com/ext_tw_video_thumb/1784865134839504897/pu/img/dj7voNrw8C3MBk3Q.jpg,,in,,0,1,0,,955600972394332160,
1784842075453988944,Mon Apr 29 07:08:06 +0000 2024,0,"Imbas Turis Nakal, Jepang Tutup Spot Foto Gunung Fuji Ini https://t.co/xm35TCjEkq",1784842075453988944,,,in,,0,0,2,,1616331769376276480,
1784789493616443551,Mon Apr 29 03:39:09 +0000 2024,1,"Pemandangan ke Gunung Fuji Ditutup Pembatas Tinggi, Jengkel Turis Nakal https://t.co/JdS2uwt4zv #TempoDunia",1784789493616443551,,,in,,0,1,0,,18129942,
1779338993924202678,Sun Apr 14 02:51:37 +0000 2024,173,"@ARSIPAJA Kelakuan turis indon di jepang:
- Corat coret situs gunung fuji
- Ganggu moment tahun baru warga jepang dengan berisik menyanyikan lagu ""tanah airku""
- merusak bunga sakura
-sibuk selfie sampe bikin kereta shinkansen telat

Sikahkan ditambahin",1779341710805668007,,ARSIPAJA,in,,7,14,28,,1281664558193455104,
497580500387520512,Fri Aug 08 03:10:10 +0000 2014,0,Kelakuan turis Indonesia d Jepang malu2in deh...naik k gunung fuji terus corat coret disana alhasil skrg… [pic] — https://t.co/erLFYIp1lK,497580500387520512,,,in,,0,0,0,,224202959,
497359090373242881,Thu Aug 07 12:30:22 +0000 2014,0,"Damn!! Turis norak.. RT @kompascom: Disesalkan, Vandalisme di Gunung Fuji Bertuliskan ""Indonesia"" http://t.co/ELl8tw85tR",497359090373242881,,,in,,0,0,0,,215458727,
497275404105687040,Thu Aug 07 06:57:49 +0000 2014,0,Turis norak :l RT @aMrazing Malu-maluin. :/ RT@KompasTV: Jepang Protes Gunung Fuji ... http://t.co/FkVs8w1jUz,497275404105687040,,,in,,0,0,0,,107886515,
56754477176332288,Sat Apr 09 16:24:56 +0000 2011,0,Gunung Fuji di Jepang menjadi salah satu gunung terkotor di dunia akibat sampah turis yang dibuang sembarangan.,56754477176332288,,,in,,0,0,0,,74447002,
2038486755809399141,Mon Mar 30 05:21:30 +0000 2026,7,"Orang Jepang sama orang Thai lagi berantem di twit 12M ini. 

Jadi ceritanya ada orang Thai mau beli mie instan di 7-11 Jepang. Dia buka mienya, masukin air panas trus bayar. 

Nah masalahnya di mana?

Masalahnya klo di Jepang, orang tuh bayar dulu baru masukin air panasnya gitu",2038486755809399141,,,in,,0,0,1,,1497793972873224194,
2037871570836947127,Sat Mar 28 12:36:58 +0000 2026,12377,"迷惑系外国人、購入前のカップラーメンを勝手に開封
お湯まで入れてしまい店員さんガチギレ😱🦁 https://t.co/CkOCGRcq4l",2037871570836947127,https://pbs.twimg.com/amplify_video_thumb/2037871212660158464/img/t4XX2ZgE6fpFLIXC.jpg,,ja,,2276,2045,3046,,75223140,
1914441596495364205,Mon Jun 09 09:13:40 +0000 2025,0,"Update masalah per-visa-an.
Hari ini ke Lisbon lagi buat ambil visa turis China + apply visa turis Jepang. Ternyata urutan apply visanya salah. Untung dikasih last minute appointment meskipun harus balik ke Lisbon lagi akhir bulan karena paspor mau dipakai bepergian 🥲",1932003148907921496,,rintavailable,in,,0,0,0,,750142304879407104,
1909182561315876996,Mon Apr 07 09:52:48 +0000 2025,0,"Aku sedikit tidak nyaman dengan pikiranku, Aku Stress, Masalah itu kembali setiap saat dengan berbagai macam Masalah yang harus aku hadapi, Aku lelah, ingin sesekali bahagia Seperti Melihat turis jepang datang ke desaku, dari kejauhan Aku menengoknya, itu sudah membuatku bahagia. https://t.co/Wuu39HzKv7",1909182561315876996,https://pbs.twimg.com/media/Gn7HbABaQAA_E2I.jpg,,in,,0,0,0,,1779820385271521280,
1807316142203326718,Sun Jun 30 07:32:01 +0000 2024,2,Car Free Day memungut sampah bersama turis Jepang. Malu ga yg suka buang sampah sembarangan? https://t.co/jlVcs1BE9L,1807316142203326718,https://pbs.twimg.com/amplify_video_thumb/1807316019377291264/img/htgsH0dswEQU7RmN.jpg,,in,,0,2,0,,1526470523097468930,
1783493670718906627,Thu Apr 25 23:20:04 +0000 2024,44,"@kevinpramudya_ Kemarin sakura dirusak, skrg masalah sampah, nanti yg ada pengajuan visa turis jepang ada test tata krama",1783637130226593950,,,in,,0,0,0,,1718988698535305216,
1781156613019295872,Fri Apr 19 03:55:22 +0000 2024,11,"@RandomWorldWar Di China sampai sekarang masyarakat sekitar nya apalagi yang generasi elder tuh masih benci banget sama Jepang, kalo ga salah ada supir taxi yang dpt penumpang turis Jepang terus di usir sama supirnya keluar, dan di sosmed pun netizen china nge dukung aksi supir tsb",1781169693770092942,,RandomWorldWar,in,,0,2,0,,1643084976982982657,
1779743703315423443,Mon Apr 15 05:28:59 +0000 2024,23,Kelakuan turis jepang di indo (tahun 1942): https://t.co/7ay99bLA0J,1779743703315423443,https://pbs.twimg.com/media/GLLrd2-aIAAxw2F.jpg,,in,,0,2,11,,324439645,
1768585698586824753,Fri Mar 15 10:43:47 +0000 2024,0,"@Lalalalassitude Ya masa rumornya 2x kak😃 gausah gitu juga ke hyeri, wajar kok 8th pacaran ga ada plan ke sana dan yg masalah turis jepang liat tuh juga gimana",1768588899939692976,,ssouslesoleil,in,,0,1,0,,3193065244,
1761760984350314997,Sun Feb 25 14:41:10 +0000 2024,1,"@1nserttranstv rekam orang bisa,misalnya bule nakal di Bali..Gak helm lalu lawan arah..Atau turis Jepang gak pakai baju di tempat agama atau sakral

Intinya perekaman yg sesuai seluruh Uu statusnya warga sebagai partisipasi atau peran serta masyarakat mengawasi pemerintahan atau pbgunan",1761763270409777503,,Insertlivettv,in,,0,0,0,,1657712299350827008,
1761598787649458460,Sun Feb 25 12:39:00 +0000 2024,0,"@kegblgnunfaedh Kenapa hal ini ada? Karna kelakuan warganya juga, baru baru ini orang indo udah akik akik, jadi pencopet, turis jepang jadi korban, total yang dicopet $8000",1761732527495266616,,kegblgnunfaedh,in,,0,0,0,,2572367869,
1647996131329347584,Mon Apr 17 16:11:10 +0000 2023,1,"Belajar dari Turis Jepang, Begini Cara Mengurangi Sampah di Lokasi Wisata https://t.co/CrAI1nBow7",1647996131329347584,,,in,,0,0,0,,23786106,
1636664924083478529,Fri Mar 17 09:45:00 +0000 2023,5,Turis Jepang Punguti Sampah Saat Wisata ke Pulau Tulas Indonesia. https://t.co/3n3Ig8nhdM,1636664924083478529,https://pbs.twimg.com/media/FrZ-Tl0WcAAEMgX.jpg,,in,,0,0,0,,47596019,
1636236188527869952,Thu Mar 16 12:29:20 +0000 2023,0,"@CNNIndonesia jadi inget turis jepang kena 1 juta krn masalah lampu di siang hari bolong,,bule salah sekaligus bener",1636343894777696258,,CNNIndonesia,in,,0,0,0,,1895308790,
1615167425053601792,Tue Jan 17 09:48:20 +0000 2023,0,"@FaktaSepakbola turis Jepang adalah turis yang paling baik. pernah ke Bororbudur thn 2013, gelut ama turis lokal gegara buang sampah sembarangan. Turis Jepang boro boro bawa sampah, mereka gak nyentuh relief candi sama sekali.

pas liat Asian Games 2018 juga gitu, jadi ikutan bersih.",1615284878047866880,,FaktaSepakbola,in,,0,0,0,,889170519479558144,
1611141098726100992,Fri Jan 06 17:58:28 +0000 2023,0,"@DenCybr @ridwankamil Ah... Dulu 2013, pernah gelut ama turis lokal di Borobudur. 

Enak bener pegang relief, buang sampah, ngerokok. Kebalikan jauh ama turis Jepang yang, duduk di bagian yang boleh duduk aja gak mau.

Bangsa kita masih jelek soal apresiasi keindahan dan kebersihan.",1611421957337280512,,DenCybr,in,,0,0,3,,271250554,
1509941873447645185,Fri Apr 01 17:12:50 +0000 2022,0,"This is sooo true, pas ke Bromo di depan toilet banyak warga lokal yg nakal buang sampah kemasan makanan atau bekas minum. Di depan mataku turis Jepang mungut itu sampah dibuang ke tempat sampah, coba speechless ga lu🥺",1509941873447645185,,,in,,0,0,0,,290448544,
1509712775064752128,Fri Apr 01 02:04:42 +0000 2022,433,"Ini tidak hanya berlaku di Taman Nasional Komodo ya. Cobalah berkunjung ke Taman Nasional Bromo, atau Kawah Ijen terutama saat akhir pekan.

Lihat perbedaan harga tiket utk WNA dan WNI, lalu amati perilaku wisatawan di lapangan, terutama masalah sampah. 😔",1509713331623727107,,anjody17,in,,8,6,51,,990538096125988864,
1475924777290240006,Tue Dec 28 20:21:02 +0000 2021,0,Konsul Jepang di Bali Katsumata Harumi mengatakan minat turis Jepang ke Bali tinggi. Di depan Wagub Cok Ace mengungkap masalah turis Jepang belum ke Bali #KonsulJepang https://t.co/2rkhEtJitn,1475924777290240006,,,in,,0,0,0,,79130206,
1350845161375297536,Sun Jan 17 16:39:18 +0000 2021,0,Sejujurnya dari dulu gw lebih suka keberadaan Turis Jepang sih dibanding US. Walaupun kita pernah dijajah. Tpi mereka punya harga diri dan tau diri. Gak semena2 di negara orang. Apalagi pas Asian Game. Sampe malu gw sama mereka karna sampah GBK mereka yg pungutin,1350845161375297536,,,in,,0,1,0,,158022716,
1296715294866464773,Fri Aug 21 07:46:32 +0000 2020,4,"Polisi Nakal Peras Turis Jepang di Bali, Begini Penjelasan Mabes Polri https://t.co/rV9inL29Ok https://t.co/2OLCcVo4X3",1296715294866464773,https://pbs.twimg.com/media/Ef7bsGnU0AsVCVC.jpg,,in,,0,1,1,,118371948,
1296681326456614914,Fri Aug 21 05:31:34 +0000 2020,2,"Heboh Turis Jepang di Bali Ditilang Rp 1 Juta, Polisi Tindak Tegas Oknum Nakal https://t.co/UxshMqklFF https://t.co/mbIGUeEFpU",1296681326456614914,https://pbs.twimg.com/media/Ef68y3kU0AAvr2F.jpg,,in,,0,0,1,,313946561,
1258541936899616768,Sun May 10 07:01:45 +0000 2020,0,"@dpertamayus @IpinzAnt @FahmilLuthfi @detikcom Trus kalo kasus turis jepang, disekitar lokasi tdk terjadi penularan shg tdk perlu karantina? bodoh..
Apa hubungannya bawa jamaah tableq? Tanda otak kosong nembaknya ngawur..
Tidak ada yg perlu disiapkan oleh rakyat. Yg hrs mempersiapkan diri hrsnya negara, dan itu tdk dilakukan.",1259378074665095169,,dpertayus,in,,0,3,0,,1194978102029340673,
